nombre;tipo;zip_code;estado;direccion;seller_rating;seller_reviews
Porsche Palm Springs;Dealer;92264;CA;3737 E Palm Canyon Dr Palm Springs;5;3
Porsche Plano;Dealer;75093;TX;5924 W Plano Pkwy Plano;4.8;1165
Porsche River Oaks;Dealer;77098;TX;4007 Greenbriar Ave Houston;4.8;270
Porsche Rocklin;Dealer;95677;CA;4525 Granite Dr Rocklin;4;19
Porsche Salt Lake City;Dealer;84111;UT;1045 S State St Salt Lake City;4.8;55
Porsche South Shore;Dealer;11520;NY;185 W Sunrise Hwy Freeport;4.1;41
Porsche St. Louis;Dealer;63143;MO;2970 S Hanley Rd St. Louis;4.8;332
Porsche St. Paul;Dealer;55109;MN;2490 W Maplewood Dr Maplewood;4.9;146
Porsche Towson;Dealer;21204;MD;700 Kenilworth Dr. Towson;4.8;139
Porsche Westwood;Dealer;2090;MA;411 Providence Hwy;4.4;114
Porsche Woodland Hills;Dealer;91364;CA;21301 Ventura Blvd Los Angeles;4.8;491
Port City Nissan;Dealer;3801;NH;120 Spaulding Turnpike Portsmouth;4.6;707
Port Clinton Ford;Dealer;43452;OH;2155 E Gill Rd Port Clinton;1;6
Portage Ford Chrysler Dodge Jeep Ram;Dealer;53901;WI;3013 County Rd CX Portage;4.6;1151
Portland Volvo Cars;Dealer;4074;ME;9 US Route 1 Scarborough;4.9;525
Portsmouth Chevrolet;Dealer;3801;NH;549 Route 1 Bypass Portsmouth;4.3;180
Posner Park Chrysler Dodge Jeep Ram Fiat;Dealer;33837;FL;42650 Hwy 27 Davenport;4.2;557
Poughkeepsie Nissan;Dealer;12590;NY;1445 U.S. 9 Wappingers Falls;4.3;187
Power Ford Lincoln;Dealer;97365;OR;1107 N Coast Hwy Newport;4.2;26
Power Motors East;Dealer;11762;NY;4950 Sunrise Highway Massapequa Park;4.3;70
Pratt City Ford;Dealer;67124;KS;1105 E 1st St Pratt;3;2
Precision Acura;Dealer;8648;NJ;3001 US-1 Lawrenceville;4.8;1475
Precision Auto Sales;Dealer;75150;TX;2960 Interstate 30  Mesquite;4.6;15
Preferred Auto Sales;Dealer;7201;NJ;655 Pennsylvania Ave Elizabeth;4.8;445
Preferred Automotive Group State Boulevard;Dealer;46805;IN;615 E State Blvd Fort Wayne;4.9;223
Preferred Imports;Dealer;35233;AL;2415 4th Ave S Birmingham;4.2;10
Premier Auto;Dealer;60074;IL;2296 N Rand Rd Palatine;4.4;54
Premier Auto Group;Dealer;8012;NJ;107 Ganttown Rd Turnersville;4.4;56
Premier Auto Outlet KC;Dealer;66109;KS;1801 N 100th Terrace Kansas City;4.6;42
Premier Automotive;Dealer;22026;VA;17575 Old Stage Coach Rd Dumfries;3.4;159
Premier Preowned;Dealer;66102;KS;6640 State Ave Kansas City;4.5;97
Premier Subaru Kia;Dealer;6405;CT;155 North Main Street Branford;4.8;2580
Premiere Motorsports;Dealer;60586;IL;16300 S Lincoln Hwy STE 1 Plainfield;4.4;38
Prestige Cadillac;Dealer;48093;MI;29900 Van Dyke Warren;4.5;220
Prestige Certified Motors;Dealer;22042;VA;7700 Lee Hwy Falls Church;4.1;98
Prestige Collection;Dealer;7631;NJ;190 Engle St Englewood;4.9;425
Prestige Imports;Dealer;33181;FL;14800 Biscayne Blvd Miami;3.8;28
Prestige Imports Auto Sales;Dealer;19067;PA;654 W Bridge St Morrisville;3.7;54
Prestige Lexus of Ramsey;Dealer;7446;NJ;1000 N Rte 17 Ramsey;4.8;2680
Prestman Auto;Dealer;84115;UT;2865 State St Salt Lake City;4.2;467
Preston Chevrolet Buick GMC;Dealer;16105;PA;3510 Wilmington Rd New Castle;4.6;137
Preston Hyundai;Dealer;44512;OH;7554 Market St Boardman;4.8;390
Preston Superstore;Dealer;44021;OH;13580 W Center St Burton;4.9;3601
Price Leblanc Nissan;Dealer;70737;LA;14295 Airline Hwy Gonzales;4.8;135
Prime Auto Sales of Uniontown;Dealer;44685;OH;12823 Cleveland Ave NW Uniontown;2.9;71
Prime Motors LLC;Dealer;22206;VA;4715 King St Arlington;4.4;53
Prime Wheels LLC;Dealer;6088;CT;200 S. Main St East Windsor;3.7;27
Principle Volvo Cars San Antonio;Dealer;78209;TX;1326 NE Interstate 410 Loop San Antonio;4.7;1678
Pritchard's Lake Chevrolet;Dealer;50428;IA;3005 Willow Creek Ct Clear Lake;3.7;7
Progressive Chrysler Jeep Dodge RAM;Dealer;44646;OH;7966 Hills and Dales Rd NW Massillon;4.7;1169
Puente Hills Hyundai;Dealer;91748;CA;17621 Gale Ave City Of Industry;4.7;3410
Puente Hills Mitsubishi;Dealer;91748;CA;17665 Castleton St City of Industry;3.4;42
Pugi Volkswagen;Dealer;60515;IL;2020 Ogden Ave Downers Grove;4.4;213
Pure Country Automotive;Dealer;41143;KY;333 C W Stevens Boulevard Grayson;3.6;7
Quakertown Mitsubishi;Dealer;18951;PA;840 S West End Blvd Quakertown;4.6;148
Quality Motorcars;Dealer;77469;TX;1406 Jackson St Richmond;3.7;44
Quebedeaux Buick GMC;Dealer;85716;AZ;3566 E Speedway Blvd Tucson;4.3;2246
R&J Automotive Company LLC;Dealer;19015;PA;1 Upland Ave Bldg 5 Upland;5;10
R&T Expo;Dealer;77063;TX;8905 Lipan Rd Houston;3.6;24
Raabe Ford Lincoln;Dealer;45833;OH;11260 Elida Rd Delphos;4.9;1050
Raceway Kia of Conshohocken;Dealer;19428;PA;1402 Ridge Pike Conshohocken;4.8;412
Rairdon's Alfa Romeo Maserati and Fiat of Kirkland;Dealer;98034;WA;12415 Slater Ave NE Kirkland;4.4;193
Rairdon's Dodge Chrysler Jeep Hyundai RAM of Bellingham;Dealer;98226;WA;1615 Iowa Street Bellingham;4.9;202
Rairdon's Honda of Sumner;Dealer;98390;WA;16302 Auto Ln Sumner;4.6;868
Rallye BMW;Dealer;11590;NY;1 Brush Hollow Rd Westbury;4.8;6595
Ramey Tazewell;Dealer;24651;VA;27992 Governor Gc Perry Hwy Tazewell;4.9;4
Ramsey Subaru of Des Moines;Dealer;50322;IA;9625 Hickman Rd Urbandale;4.7;2458
Randall Dodge Chrysler Jeep RAM;Dealer;75652;TX;100 Kilgore Dr Henderson;4.9;183
Randall Reed's Planet Ford 635;Dealer;75041;TX;3601 S Shiloh Rd Garland;4.6;516
Randy Marion Buick GMC;Dealer;28078;NC;13701 Statesville Road Huntersville;3.9;122
Randy Marion Chevrolet Buick of Mooresville;Dealer;28115;NC;220 West Plaza Drive Mooresville;4.4;261
Randy Marion Chevrolet of Statesville;Dealer;28625;NC;601 Gaither Rd Statesville;4.8;195
Randy Marion Chrysler Dodge Jeep RAM;Dealer;28697;NC;2000 US-421 Wilkesboro;2.7;12
Randy Wise Chrysler Dodge Jeep RAM ;Dealer;48429;MI;902 N Saginaw St Durand;4.9;63
Rapids Honda;Dealer;55448;MN;1950 Gateway Dr NW Coon Rapids;4.6;2737
RAVMOTORS;Dealer;55337;MN;3635 Minnesota 13 W Burnsville;4.9;1083
RAVMOTORS of Crystal;Dealer;55429;MN;5241 W Broadway Ave Minneapolis;4.7;192
Ray;Private;85194;AZ;Casa Grande;3.5;11
Ray Brandt Toyota;Dealer;70062;LA;2460 Veterans Memorial Blvd Kenner;4.7;2377
Ray Brandt Volkswagen;Dealer;70058;LA;4050 Lapalco Blvd Harvey;4.6;476
Ray Catena Mercedes Benz Freehold;Dealer;7728;NJ;4380 U.S. 9 Freehold;4.7;738
Ray Huffines Chevrolet Plano;Dealer;75075;TX;1001 Coit Road Plano;4.9;1447
Ray Skillman Hyundai of Avon;Dealer;46123;IN;8775 E. US Hwy 36 Avon;4.9;837
Ray Skillman Southside;Dealer;46143;IN;1250 US-31 Greenwood;4.8;1247
Raymond Chevrolet-Kia;Dealer;60002;IL;118 Rte. 173 Antioch;4.6;1002
RBM of Atlanta;Dealer;30350;GA;7640 Roswell Rd Atlanta;4.9;1013
Red Bank Volvo Cars;Dealer;7701;NJ;100 Newman Springs Rd E Red Bank;4.5;132
Red McCombs Hyundai Northwest;Dealer;78249;TX;13663 IH 10 San Antonio;4.6;460
Red McCombs Superior Hyundai;Dealer;78229;TX;4800 NW Loop 410 San Antonio;4.6;393
Reedman-Toll Auto World;Dealer;19047;PA;1700 E Lincoln Hwy Langhorne;3.6;165
Reedman-Toll Subaru of Exton;Dealer;19341;PA;421 W. Lincoln Hwy Exton;3.5;10
Regal Automotive Group;Dealer;33805;FL;2615 Lakeland Hills Blvd Lakeland;4.7;4533
Regal Chevrolet Kia Lakeland;Dealer;33801;FL;925 Bartow Rd Lakeland;4.7;4088
Reineke Ford Lincoln;Dealer;45840;OH;12000 County Rd 99 Findlay;4.8;604
Reliable Chevrolet;Dealer;75080;TX;800 N. Central Expy. Richardson;4.8;1274
Reliable Toyota Lexus BMW Audi;Dealer;65809;MO;3521 E Sunshine St Springfield;4.9;2473
Reserve Auto Group;Dealer;75056;TX;6601 Cascades Ct Ste 110 The Colony;3.1;20
Ricart Chevrolet Buick GMC;Dealer;43235;OH;2589 Billingsley Road Columbus;2;1
Ricart Used Car Factory;Dealer;43125;OH;4255 S Hamilton Rd Groveport;4.7;6018
Rice Toyota;Dealer;27408;NC;2630 Battleground Ave Greensboro;4.7;358
Richard;Private;21093;MD;Lutherville Timonium;4.5;417
Richardson Chrysler Jeep Dodge Ram;Dealer;75080;TX;1321 N Central Expy Richardson;4.3;419
Richfield Bloomington Honda;Dealer;55423;MN;501 W 77th St Minneapolis;4.7;1543
Richmond BMW;Dealer;23294;VA;8710 W Broad St Richmond;4.8;1205
Rick Case Acura;Dealer;33317;FL;875 N State Road 7 Fort Lauderdale;4.7;1676
Rick Case Honda;Dealer;33331;FL;15700 Rick Case Honda Way Davie;4.6;1352
Rick Case Hyundai Davie;Dealer;33331;FL;3550 Weston Rd Davie;4.7;2630
Rick Case Hyundai Fort Lauderdale;Dealer;33317;FL;925 N State Road 7 Plantation;4.6;2528
Rick Case Hyundai of Roswell;Dealer;30076;GA;11446 Alpharetta Hwy Roswell;4.8;1223
Rick Case Kia;Dealer;33323;FL;14500 W Sunrise Blvd Sunrise;4.3;392
Rick Case Kia at Gwinnett Place;Dealer;30096;GA;3190 Satellite Pointe NW Duluth;4.5;748
Rick Case Maserati;Dealer;33331;FL;3500 Weston Road Davie;4.5;150
Rick Case Mazda of Duluth;Dealer;30096;GA;2493 Pleasant Hill Rd Duluth;4.5;711
Rick Case Volkswagen;Dealer;33331;FL;3520 Weston Rd Davie;4.2;341
Rick Hendrick Buick GMC;Dealer;30096;GA;3244 Commerce Ave NW Duluth;4.5;716
Rick Hendrick Chevrolet Buick GMC;Dealer;23233;VA;12050 W Broad St Richmond;4.6;450
Rick Hendrick Chevrolet Charleston;Dealer;29407;SC;1500 Savannah Hwy Charleston;4.7;610
Rick Hendrick Chevrolet of Duluth;Dealer;30096;GA;3277 Satellite Blvd Duluth;4.8;1981
Rick Hendrick Chrysler Dodge Jeep RAM Duluth;Dealer;30096;GA;2473 Pleasant Hill Rd Duluth;4.3;6093
Rickenbaugh Cadillac Volvo Cars;Dealer;80203;CO;777 Broadway Denver;4.9;2658
Rickenbaugh INFINITI;Dealer;80514;CO;5900 Gateway Court Dacono;4.5;54
Ride N Drive;Dealer;75043;TX;4106 O Banion Rd Garland;4.2;22
Rides Unlimited Chicago;Dealer;60403;IL;1911 Plainfield Road Crest Hill;3.6;17
RideSmart Auto;Dealer;19344;PA;2051 Horseshoe Pike Honey Brook;4.8;492
Right Buy Auto;Dealer;55449;MN;9125 Isanti St. NE Blaine;4.8;86
Right Place Auto Sales;Dealer;46226;IN;4599 Allisonville Rd Indianapolis;4.6;8
Right Toyota;Dealer;85260;AZ;7701 E. Frank Lloyd Wright Blvd. Scottsdale;4.6;1811
RIGHT1AUTO;Dealer;28078;NC;13517 Statesville Rd Huntersville;4;8
Rincon Chevrolet;Dealer;31326;GA;5480 GA-21 Rincon;4.5;50
River Oaks Chrysler Jeep Dodge RAM;Dealer;77098;TX;4807 Kirby Drive Houston;4.2;176
Riverdale Chrysler Jeep Dodge Ram;Dealer;10463;NY;5869 Broadway Bronx;4.2;889
Riverhead Buick GMC;Dealer;11901;NY;1423 Old Country Rd Riverhead;4.6;62
Rivertown Ford;Dealer;31904;GA;1680 Whittlesey Rd Columbus;4.4;575
Road Runner Auto Sales of Wayne;Dealer;48184;MI;31731 Michigan Ave Wayne;3.4;85
Roanoke Motor Company;Dealer;61561;IL;1313 W Front St Roanoke;4.7;136
Rob Sight Ford;Dealer;64145;MO;13901 Washington St Kansas City;4.9;1876
Roberts Auto Sales;Dealer;95356;CA;4813 McHenry Ave Modesto;4.9;437
Roberts Toyota;Dealer;38401;TN;1027 Nashville Hwy Columbia;4.3;230
Rochester Ford;Dealer;55901;MN;4900 US-52 Rochester;4.6;284
Rochester Hills Chrysler Dodge Jeep RAM;Dealer;48307;MI;1301 Rochester Rd Rochester Hills;4.6;104
Rochester Toyota;Dealer;55904;MN;4365 Canal Pl SE Rochester;4.8;441
Rochester Wholesale Auto Sales;Dealer;14623;NY;1380 Brighton Henrietta Townline Road Rochester;4;33
Rock Hill Ford;Dealer;29730;SC;1884 Canterbury Glen Lane Rock Hill;2.6;28
Rockland Chrysler Dodge Jeep Ram;Dealer;10954;NY;60 Route 304 Nanuet;4.6;2389
Rockland Ford;Dealer;4861;ME;2 Moody Drive Thomaston;4.5;141
Rockland Motors;Dealer;10994;NY;85 N Route 303 West Nyack;4.6;147
Rockville Centre GMC;Dealer;11570;NY;510 Sunrise Highway Rockville Centre;4.9;189
Rockwall Chrysler Dodge Jeep RAM;Dealer;75087;TX;970 E Interstate 30 Rockwall;4.5;832
Rockwall Ford;Dealer;75087;TX;990 East I-30 Rockwall;4.6;1476
Rod Baker Ford;Dealer;60586;IL;16101 S. Lincoln Hwy Plainfield;4.8;1286
Rod Hatfield Used Car Factory;Dealer;40356;KY;2000 Vince Road 40356 Nicholasville;3.6;20
Roesch Ford;Dealer;60106;IL;333 W Grand Ave Bensenville;4.6;498
Roger Jobs Automotive;Dealer;98229;WA;2200 Iowa St Bellingham;4.9;73
Rolls Auto Sales;Dealer;19135;PA;6550 Frankford Ave Philadelphia;3.8;54
Rolls-Royce Motor Cars Raleigh;Dealer;27616;NC;5401 Capital Blvd Raleigh;4.6;86
Romain Cross Pointe Auto Park;Dealer;47715;IN;7600 E Division St Evansville;4.6;235
Romano Subaru;Dealer;13204;NY;960 Hiawatha Blvd Syracuse;4;55
Romeo Toyota of Glens Falls;Dealer;12801;NY;169 Broad St;4.5;2
Ron Bouchard Honda;Dealer;1523;MA;500 Old Union Turnpike Lancaster;4.8;421
Ron Bouchard's Nissan;Dealer;1523;MA;490 Old Union Turnpike Lancaster;4.6;243
Ron Craft Chevrolet Cadillac;Dealer;77521;TX;4114 Highway 10 East Baytown;4.5;421
Ron Marhofer Buick GMC;Dealer;44720;OH;5617 Whipple Ave NW North Canton;4.7;284
Ron Marhofer Chevrolet;Dealer;44224;OH;3423 Darrow Rd Stow;4.4;165
Ron Norris Ford;Dealer;32780;FL;3000 Cheney Hwy Titusville;3.7;34
Ron Tonkin Chrysler Jeep Dodge Ram Fiat;Dealer;97267;OR;16800 SE McLoughlin Blvd Milwaukie;4.4;528
Ron Tonkin Honda;Dealer;97233;OR;300 Se 122nd Ave Portland;4.8;175
Ron Tonkin Toyota;Dealer;97233;OR;750 SE 122nd Ave Portland;4.4;348
Ronnie Motors LLC;Dealer;95126;CA;919 W San Carlos St San Jose;5;1
Roper Honda;Dealer;64801;MO;902 N Rangeline Rd Joplin;4.7;215
Rosenthal Acura;Dealer;20879;MD;623 N Frederick Ave Gaithersburg;4.5;272
Rosenthal Chevrolet;Dealer;22312;VA;6500 Little River Turnpike Alexandria;4.2;89
Rosenthal Landmark Honda;Dealer;22304;VA;5125 Duke St Alexandria;4.6;1291
Roseville Toyota;Dealer;95661;CA;700 Automall Drive Roseville;4.5;3787
Rouen Chrysler Jeep Dodge Ram;Dealer;43469;OH;1091 Fremont Pike Woodville;4.5;175
Round Rock Nissan;Dealer;78681;TX;3050 N Interstate 35 Round Rock;4.5;666
Rountree Moore Ford Lincoln;Dealer;32055;FL;2588 W US Hwy 90 Lake City;4.8;1387
Route 17 Nissan;Dealer;7604;NJ;45 Route 17 S Hasbrouck Heights;4.6;1332
Route 18 Chrysler Jeep Dodge Ram;Dealer;8816;NJ;400 Rte 18 East Brunswick;4.6;1394
Route 23 Nissan;Dealer;7405;NJ;1567 NJ-23 Butler;4.5;752
Route 33 Nissan;Dealer;8690;NJ;951 NJ-33 Trenton;4.6;1159
Route 44 Hyundai;Dealer;2767;MA;1094 New State Hwy Raynham;4.4;1105
Route 46 Chrysler Jeep Dodge RAM;Dealer;7424;NJ;1655 US-46 Little Falls;4.5;3017
Route 46 Mitsubishi;Dealer;7512;NJ;400 US-46 Totowa;4.3;615
Route 46 Nissan;Dealer;7512;NJ;440 US-46 Totowa;4.2;548
Roy O'Brien Ford;Dealer;48080;MI;22201 E. 9 Mile Road St. Clair Shores;4.7;284
Royal Automotive;Dealer;35216;AL;3010 Columbiana Rd Birmingham;4.8;1014
Royal Oak Ford;Dealer;48067;MI;27550 North Woodward Royal Oak;4.8;1820
RP Exotics;Dealer;63132;MO;1155 Warson N Road Saint Louis;5;3
RPT Sales & Leasing;Dealer;32809;FL;7502 S Orange Blossom Trl Orlando;4.3;137
Rudy Luther Toyota;Dealer;55426;MN;8805 Wayzata Blvd Minneapolis;4.8;3402
Ruge's Automotive Inc.;Dealer;12572;NY;6882 U.S. 9 Rhinebeck;4.7;47
Runde Chevrolet;Dealer;61025;IL;780 IL Route 35 N East Dubuque;4.7;318
Rusnak BMW;Dealer;91362;CA;3645 Auto Mall Dr Westlake Village;4.8;1274
Rusnak Volvo Cars;Dealer;91107;CA;2025 E Colorado Blvd Pasadena;4.8;1240
Russ Darrow Honda;Dealer;53224;WI;10851 W Metro Auto Mall Milwaukee;4.7;1922
Russ Darrow Metro Mazda;Dealer;53224;WI;11330 W Metro Auto Mall Milwaukee;4.6;818
Russ Darrow Toyota;Dealer;53095;WI;2700 W Washington St West Bend;4.7;1041
Russ Milne Ford;Dealer;48042;MI;24777 Hall Road Macomb;4.8;1258
Russell Westbrook Alfa Romeo Maserati Fiat;Dealer;91401;CA;5711 Van Nuys Blvd Sherman Oaks;4.6;1596
Russell Westbrook Chrysler Dodge Jeep Ram of Van Nuys;Dealer;91401;CA;6110 Van Nuys Blvd Los Angeles;4.3;4495
Rusty Eck Ford;Dealer;67207;KS;7310 E Kellogg Dr Wichita;4.6;780
Rusty Wallace Kia;Dealer;37777;TN;4612 Alcoa Hwy Louisville;4.8;4925
Rusty Wallis Honda;Dealer;75228;TX;12277 Shiloh Rd Dallas;4.8;3452
Rusty Wallis Volkswagen;Dealer;75041;TX;12635 Lyndon B Johnson Fwy Garland;4.6;669
Ryan;Private;40444;KY;Lancaster;4.9;4171
Safeen Motors;Dealer;75041;TX;2405 S Garland Ave Garland;4.8;349
Safford Chrysler Jeep Dodge RAM Fiat of Fredericksburg;Dealer;22408;VA;10671 PATRIOT HWY Fredericksburg;4.7;1167
Safford Chrysler Jeep Dodge RAM Fiat of Springfield;Dealer;22150;VA;7611 Loisdale Rd Springfield;4.5;858
Safford Chrysler Jeep Dodge RAM Fiat of Winchester;Dealer;22603;VA;1659 Berryville Pike Winchester;4.7;731
Safford Chrysler Jeep Dodge RAM of Warrenton;Dealer;20187;VA;7308 Cedar Run Dr Warrenton;4.5;589
Safford Hyundai of Springfield;Dealer;22150;VA;7615 Loisdale Rd Springfield;4.6;611
Salerno Duane Ford;Dealer;7901;NJ;245 Broad St Summit;4.8;886
Sam Galloway Ford;Dealer;33907;FL;1800 Boy Scout Dr Fort Myers;4.4;847
Sam Leman Ford;Dealer;61701;IL;1508 Morrissey Dr Bloomington;4.8;288
Sam Pack's Five Star Ford Carrollton;Dealer;75006;TX;1635 S Interstate 35e Carrollton;4.8;2389
Sam Pierce Chevrolet;Dealer;47334;IN;12401 W County Road 550 S Daleville;3.8;53
San Francisco Audi Volkswagen Volvo Cars;Dealer;94103;CA;280 S Van Ness Ave San Francisco;4.5;75
San Jose Mitsubishi;Dealer;95117;CA;3396 Stevens Creek Blvd San Jose;3;2
Sandia BMW MINI;Dealer;87109;NM;6001 Pan American Freeway Albuquerque;4.6;236
Sands Kia;Dealer;85388;AZ;13474 N Autoshow Ave Surprise;4.7;881
Sanford INFINITI;Dealer;32771;FL;995 Rinehart Road Sanford;4.9;1001
Sansone Rt 1 Auto Mall;Dealer;7001;NJ;90-100 Rt 1 North Avenel;4.1;365
Sapaugh GM Country;Dealer;63048;MO;1507 McNutt St Herculaneum;4.8;1795
Sarant Cadillac;Dealer;11735;NY;4339 Hempstead Turnpike Farmingdale;4.9;2485
Saratoga Honda;Dealer;12866;NY;3402 Rt 9 Saratoga Spgs;4.6;379
SC Car Zone;Dealer;92626;CA;2901 Harbor Blvd Costa Mesa;3.7;170
SC Motors II;Dealer;92870;CA;609 W Orangethorpe Ave Placentia;2.4;47
Scanlon Acura;Dealer;33912;FL;14270 S Tamiami Trl Fort Myers;4.8;399
Scanlon Lexus;Dealer;33912;FL;14200 S Tamiami Trail Fort Myers;4.8;764
Schaller Subaru;Dealer;6037;CT;34 Frontage Rd Berlin;4.6;288
Schaumburg Honda Automobiles;Dealer;60173;IL;750 E. Golf Rd. Schaumburg;4.6;3163
Schaumburg Toyota;Dealer;60194;IL;875 W Golf Rd Schaumburg;4.7;1566
Schmelz Countryside Alfa Romeo FIAT Saab VW;Dealer;55109;MN;1180 MN-36 Maplewood;4.4;251
Schomp BMW;Dealer;80129;CO;1190 Plum Valley Ln Highlands Ranch;4.7;1804
Schomp Honda;Dealer;80129;CO;1003 Plum Valley Ln Highlands Ranch;4.7;1210
Schomp Mazda;Dealer;80247;CO;505 S Havana St  Denver;4.6;177
Schomp Nissan;Dealer;80123;CO;5067 S Wadsworth Blvd Denver;3.8;46
Schulte Subaru;Dealer;57108;SD;7601 S Minnesota Ave Sioux Falls;3.9;42
Schumacher Buick GMC Of North Palm Beach;Dealer;33403;FL;3720 NORTHLAKE BLVD SUITE C Lake Park;4.6;72
SCHUMACHER CHEVROLET OF NORTH PALM BEACH;Dealer;33403;FL;3720 Northlake Blvd Lake Park;4.8;1271
Schwieters Ford of Montevideo;Dealer;56265;MN;2207 East Highway 7 Montevideo;3.8;13
Scott Clark Honda;Dealer;28227;NC;7025 E Independence Blvd Charlotte;4.6;1765
Scott Clark Nissan;Dealer;28273;NC;9215 South Blvd Charlotte;4.6;1020
Scott Clark Toyota;Dealer;28105;NC;13052 Marie Garris Rd Matthews;4.7;4644
Scott Honda of West Chester;Dealer;19382;PA;706 Autopark Blvd West Chester;4.9;3318
Scott Mazda;Dealer;18103;PA;3301 Lehigh St Allentown;4.5;35
Seacoast Mazda;Dealer;3801;NH;180 Spaulding Turnpike Portsmouth;4.8;1281
Sears Imported Autos;Dealer;55305;MN;13500 Wayzata Blvd Minnetonka;4.9;1952
Security Dodge Chrysler Jeep RAM;Dealer;11701;NY;345 Merrick Rd Amityville;4.6;6527
Selden Motors;Dealer;19090;PA;2380 Maryland Road Willow Grove;3.6;104
Select Auto Imports;Dealer;22310;VA;5630 South Van Dorn St. Alexandria;4.9;1112
Select Auto of Charlotte;Dealer;28105;NC;11405 E Independence Blvd Matthews;4.7;57
Selective Autoplex;Dealer;75006;TX;1010 Hutton Drive  Carrollton;4.6;60
Selma Honda;Dealer;93662;CA;2705 Auto Mall Dr Selma;4.7;110
Selma Kia;Dealer;93662;CA;2755 Auto Mall Dr Selma;4.6;85
Seminole Chevrolet;Dealer;32771;FL;972 Towne Center Blvd Sanford;4.8;2170
Seminole Ford;Dealer;74868;OK;2222 N Milt Phillips Ave Seminole;4.5;32
Seminole Toyota;Dealer;32771;FL;1160 Rinehart Rd Sanford;4.6;2064
Sentry West Mazda;Dealer;1545;MA;940 Boston Tpke Shrewsbury;4.4;158
Serpentini Chevrolet - Strongsville;Dealer;44136;OH;15303 Royalton Rd Strongsville;4.6;666
Serpentini Chevrolet Westlake;Dealer;44145;OH;25100 Detroit Rd Westlake;3.4;12
Serra - Whelan Chevrolet;Dealer;48313;MI;40445 Van Dyke Ave 18 Mile Sterling Heights;4.8;542
Serra Auto Campus;Dealer;48864;MI;2743 Jolly Rd Okemos;3.2;36
Serra Buick GMC;Dealer;48307;MI;855 South Rochester Road Rochester Hills;4;32
Serra Buick GMC Cadillac;Dealer;48095;MI;12300 30 Mile Rd Washington;4.8;511
Serra Chevrolet;Dealer;48034;MI;28111 Telegraph Rd Southfield;4.8;984
Serra Chevrolet Buick GMC of Nashville;Dealer;37115;TN;2340 Gallatin Pike N Nashville;4.7;658
Serra Ford Farmington Hills;Dealer;48335;MI;39300 West 10 Mile Road Farmington Hills;4.8;644
Serra Honda Grandville;Dealer;49418;MI;4260 Kenowa Ave Sw Grandville;4.9;826
Serra Mazda Brighton;Dealer;48114;MI;8294 Grand River Ave Brighton;4.6;179
Serra of Jackson;Dealer;38305;TN;189 Stonebridge Blvd Jackson;4.6;156
Serra Saginaw;Dealer;48603;MI;4200 Bay Rd Saginaw;4.3;32
Serramonte Ford;Dealer;94014;CA;999 Serramonte Blvd Colma;4.4;299
Seth Wadley Chevrolet Buick of Ada;Dealer;74820;OK;1301 N Broadway Ave Ada;4.3;77
Sewell BMW MINI of Plano;Dealer;75024;TX;6800 Dallas Pkwy Plano;4.7;1064
Sewell BMW of Grapevine;Dealer;76051;TX;1111 E State Hwy 114 Grapevine;3.9;60
Sewell Buick GMC;Dealer;75209;TX;7474 Lemmon Ave Dallas;4;48
Sewell Cadillac;Dealer;77079;TX;12221 Katy Fwy Houston;3.9;74
Sewell Cadillac Buick GMC;Dealer;79701;TX;3205 W Wall St. Midland;3.7;18
Sewell Cadillac Grapevine;Dealer;76051;TX;1001 E. State Hwy 114 Grapevine;3.9;75
Sewell Cadillac of Dallas;Dealer;75209;TX;7310 Lemmon Ave Dallas;4.2;89
Sewell INFINITI;Dealer;75209;TX;7110 Lemmon Ave Dallas;4.5;217
Sewell INFINITI of Fort Worth;Dealer;76132;TX;5135 Bryant Irvin Rd Fort Worth;4.5;70
Sewell Lexus of Dallas;Dealer;75209;TX;6211 Lemmon Ave. Dallas;4.2;203
Sewell Lexus of Fort Worth;Dealer;76132;TX;5100 Bryant Irvin Road Fort Worth;3.9;77
Sewell Subaru;Dealer;75209;TX;7800 Lemmon Ave. Dallas;4.2;61
Shaheen Cadillac;Dealer;48911;MI;650 American Road Lansing;4.9;252
Shaker's Family Hyundai;Dealer;6795;CT;674 Straits Turnpike Watertown;4.8;557
Sharp Automotive;Dealer;57201;SD;1112 9th Ave SW Watertown;4.2;31
Shawnee Mission KIA;Dealer;66202;KS;7951 Shawnee Mission Pkwy Mission;4.6;1139
Sheehan Buick GMC;Dealer;33064;FL;2800 N Federal Hwy Lighthouse Point;4.8;418
Sheehan Cadillac;Dealer;33064;FL;5101 N Federal Hwy Pompano Beach;4.8;300
Sheehan Pre-owned;Dealer;33064;FL;2681 N. Federal Hwy Pompano Beach;4.6;25
Sheehy Ford Lincoln of Gaithersburg;Dealer;20879;MD;901 N. Frederick Ave. Gaithersburg;4.9;3110
Sheehy Ford of Springfield;Dealer;22150;VA;6727 Loisdale Rd Springfield;4.7;848
Sheehy Ford of Warrenton;Dealer;20187;VA;6443 Lee Hwy Warrenton;4.5;575
Sheehy Hyundai of Waldorf;Dealer;20601;MD;2910 Crain Hwy Waldorf;4.5;145
Sheehy INFINITI of Annapolis;Dealer;21409;MD;123 Ferguson Rd Annapolis;4.7;572
Sheehy Lexus of Richmond;Dealer;23235;VA;9703 Midlothian Turnpike Richmond;4.7;256
