vin;estado;numero_millas;color_interior;color_exterior;precio_rel;value_for_money_rating_rel;consumer_rating;consumer_reviews;comfort_rating;reliability_rating;exterior_styling_rating;performance_rating;interior_design_rating;marca;modelo;year;nombre_vendedor
1C3AN79N95X058625;Used;59737;Charcoal;Sapphire Silver;15.9;4.8;4.6;93;4.2;4.6;4.9;4.8;4.2;Chrysler;Crossfire SRT-6;2005;World Imports USA
5N1DL0MN5KC522165;Used;49823;Wheat;Liquid Platinum;36.19;4.5;4.6;56;4.8;4.6;4.7;4.5;4.6;INFINITI;QX60 Luxe;2019;Rick Hendrick Chevrolet Charleston
5NMS53AD6LH268973;Used;36759;Espresso;Shimmering Silver Pearl;32.488;4.8;4.8;202;4.9;4.9;4.9;4.7;4.8;Hyundai;Santa Fe Limited 2.4;2020;Greenway Hyundai Orlando
JTHCZ1BL5GA003480;Used;55444;Red;Black;34.998;4.7;4.8;20;4.9;5;4.9;4.7;4.6;Lexus;GS 350 Base;2016;CarMax Dulles - Now offering Curbside Pickup and Home Delivery
4JGDA5JB2FA451148;Used;82601;Black;Black;23.489;4.4;4.7;60;4.8;4.7;4.7;4.6;4.8;Mercedes-Benz;M-Class ML 350;2015;Caspian Auto Motors
55SWF8GBXJU253293;Used;40310;Black;Black;51.995;4.5;4.7;4;4.5;4.3;5;4.7;4.7;Mercedes-Benz;AMG C 63 Base;2018;Imperial Highline
3FA6P0K9XLR178865;Used;49407;Russet;Agate Black Metallic;24.799;4.7;4.8;70;4.8;4.8;4.9;4.7;4.8;Ford;Fusion Titanium;2020;Ourisman Subaru VW of Waldorf
1GNSKHKC9JR145504;Used;56064;Black;Black;47.385;4.6;4.9;44;4.9;4.9;4.9;4.9;4.9;Chevrolet;Suburban LT;2018;Ourisman Chevrolet of Bowie - Curbside Pick Up and Home Delivery Available
7FARW1H88KE008233;New;21344;Black;Modern Steel Metallic;29.76;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;Braman Honda of Palm Beach
1GKKNKLA2LZ177387;Used;15927;Jet Black;Ebony Twilight Metallic;34.29;4.6;4.8;70;4.8;4.6;4.9;4.9;4.8;GMC;Acadia SLE;2020;Coral Springs Buick GMC
5J6RW1H8XKA018972;Used;35931;Black;Modern Steel Metallic;28.985;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;Rick Case Acura
KNDPM3AC0L7837114;New;37895;Black;Black Cherry Pearl;23;4.8;4.8;174;4.8;4.9;4.8;4.8;4.8;Kia;Sportage LX;2020;Miami Lakes Automall - Chevrolet Kia Dodge Chrysler Jeep Ram Mitsubishi
ZARFAMAN0L7634662;Used;19804;Red / Black;Alfa Black;32.99;4.7;4.9;11;5;4.6;5;5;5;Alfa;Romeo Giulia Base;2020;Bomnin Chevrolet Dadeland
WP1AA2AY1LDA02580;New;14520;Black;Mahogany Metallic;78.3;3.5;4.3;10;4.6;4.1;4.9;4.6;4.4;Porsche;Cayenne Base;2020;THE COLLECTION
WA1VAAGE6KB007501;Used;32675;Black;Daytona Gray Pearl Effect;62.999;4;4.5;24;4.8;4.3;4.8;4.3;4.8;Audi;e-tron Prestige;2019;Audi Allentown
4JGDF6EE2KB230326;New;27964;Black;Polar White;59.222;4.7;5;10;5;4.9;5;5;5;Mercedes-Benz;GLS 450 Base 4MATIC;2019;Mercedes-Benz of Fort Washington
2G1WF5E34D1131430;Used;107018;Gray;White;8.495;4.4;4.3;85;4.4;4.4;4.1;4.5;4.1;Chevrolet;Impala LS;2013;Arrow Motors Inc.
JM3KFBDM0J0421287;Used;49536;Parchment;Deep Crystal Blue Mica;26.956;4.8;4.8;270;4.8;4.8;4.8;4.7;4.8;Mazda;CX-5 Grand Touring;2018;AutoLenders Voorhees
5J8YD4H33KL035440;Used;35969;Ebony;Black;35.999;4.5;4.6;63;4.6;4.8;4.7;4.6;4.7;Acura;MDX 3.5L;2019;Audi Brooklyn
5J8YD4H85KL024211;Used;19563;Ebony;Gunmetal Metallic;37.988;4.5;4.6;63;4.6;4.8;4.7;4.6;4.7;Acura;MDX 3.5L w/Advance Package;2019;Certified Performance Motors
WBS3R9C53FK332180;Used;38452;Opal White;Orange;43.713;4.4;4.8;45;4.6;4.8;4.9;4.9;4.7;BMW;M4 Base;2015;Northshore Motors
WUASUAFGXFN000559;Used;35857;Black;Black;90.086;4.6;4.7;7;4.4;5;5;4.9;4.6;Audi;R8 4.2;2015;Northshore Motors
5UXCR6C59KLL13478;New;38508;Black;Black Sapphire Metallic;53.595;4.4;4.7;55;5;4.6;4.7;4.9;4.9;BMW;X5 xDrive40i;2019;BMW of Darien
5FNYF6H45KB011933;Used;78480;Beige;White;33.169;4.7;4.8;223;4.9;4.8;4.7;4.7;4.8;Honda;Pilot EX-L w/Navigation/RES;2019;AutoFair Honda
5UXCR6C54KLL38028;New;32764;Amarone;Alpine White;52.488;4.4;4.7;55;5;4.6;4.7;4.9;4.9;BMW;X5 xDrive40i;2019;BMW of Newport
5J8TC2H34KL041989;Used;17223;Ebony;Majestic Black Pearl;38.787;4.1;4.3;217;4.6;4.2;4.6;4.2;4.5;Acura;RDX Base (A10);2019;BMW of Norwood
5UXJU2C59KLN65973;New;35402;Black;Carbon Black Metallic;63.999;4.4;4.7;55;5;4.6;4.7;4.9;4.9;BMW;X5 xDrive50i;2019;BMW Fresno
5NMS23AD3KH078183;Used;36111;Black;Lava Orange;26.481;4.8;4.8;204;4.9;4.8;4.9;4.6;4.9;Hyundai;Santa Fe SE 2.4;2019;AutoNation Volkswagen Las Vegas
2T3ZFREV2JW499380;Used;40082;Black;Ruby Flare Pearl;25.99;4.7;4.8;770;4.8;4.9;4.8;4.8;4.7;Toyota;RAV4 LE;2018;AutoNation USA Henderson
WDCTG4GB6KU013462;Used;15682;Black;Polar White;33.73;4.5;4.6;33;4.6;4.7;4.7;4.6;4.5;Mercedes-Benz;GLA 250 Base 4MATIC;2019;Mercedes-Benz of Stevens Creek
1GKS2DKL8MR110043;Used;24555;Black;Onyx Black;85.015;3.4;4;24;4.3;3.5;4.7;4.2;4.5;GMC;Yukon Denali;2021;Fremont Chrysler Dodge Jeep Ram
5YJXCAE29LF235489;Used;30742;Black;Midnight Silver Metallic;99.5;3.8;4.2;5;4.2;4.4;4.2;4.8;4;Tesla;Model X Long Range;2020;Toyota Of Berkeley Certified Service Center
5YJYGDEE2MF149592;Used;37212;Black;Pearl White Multi;71.995;3.7;4;15;4.1;3.8;4.2;4.3;4.2;Tesla;Model Y Long Range;2021;Marin Acura
2T2ZZMCA0HC038253;Used;53895;Black;Atomic Silver;34.5;4.5;4.7;261;4.8;4.8;4.7;4.6;4.7;Lexus;RX 350;2017;Sands Kia
ZN661YUS8HX249374;Used;82652;Red;Nero;43;4;4.4;20;4.6;4.3;4.6;4.6;4.3;Maserati;Levante S;2017;Certified Benz & Beemer
1C4RJEBG7KC543925;Used;38687;Black;Diamond Black;32.199;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Airpark Dodge Chrysler Jeep RAM
SAJWJ6DL5HMK45431;Used;12555;Jet;Italian Racing Red;68.995;4.5;4.7;31;4.5;4.7;4.9;4.8;4.8;Jaguar;F-TYPE R;2017;AutoNation Ford Scottsdale
WP0AA2A73DL012026;Used;86927;Black;Blue;32.457;4;4.7;12;4.8;4.4;4.8;4.8;4.8;Porsche;Panamera 4;2013;AutoNation Nissan Chandler
JF2GTACC6JH304049;Used;41192;Gray;Crystal White Pearl;27.179;4.8;4.8;343;4.8;4.9;4.9;4.6;4.8;Subaru;Crosstrek 2.0i Premium;2018;Tonkin Gladstone Hyundai
5YJYGDEE9MF281832;Used;12690;Black;Gray;72.998;3.7;4;15;4.1;3.8;4.2;4.3;4.2;Tesla;Model Y Long Range;2021;CarMax South Broadway - Now offering Curbside Pickup and Home Delivery
JN8AZ2AEXM9268754;New;14076;Graphite;Mineral Black;73;3.5;4.3;2;4.5;4.5;4.5;4.5;4;INFINITI;QX80 PREMIUM SELECT;2021;Rickenbaugh INFINITI
5UXTR9C55KLP94976;Used;31351;Black;Silver;39.998;4.3;4.7;99;4.7;4.6;4.8;4.8;4.7;BMW;X3 xDrive30i;2019;CarMax Loveland - Now offering Curbside Pickup and Home Delivery
5YJYGDEF0LF023917;Used;19795;Black;Silver Gray;69.999;3.3;3.7;10;3.9;4;3.8;4.1;3.8;Tesla;Model Y Performance;2020;AutoNation Honda Renton
YV4102CK3K1468358;Used;22127;Charcoal;Onyx Black Metallic;46.962;4.6;4.7;69;4.9;4.6;4.8;4.8;4.7;Volvo;XC90 T5 Momentum;2019;Principle Volvo Cars San Antonio
KM8SR4HF8JU293988;Used;98922;Gray;Circuit Silver;26.642;4.6;4.7;75;4.7;4.8;4.8;4.6;4.7;Hyundai;Santa Fe Limited Ultimate;2018;Hiley Acura
5J6RW1H83MA007928;Used;19923;Gray;Gray;38.461;4.8;4.9;109;5;4.9;4.9;4.8;4.9;Honda;CR-V EX-L;2021;Honda Leander
5N1AT2MT3LC741124;Used;45100;Charcoal;White;27.793;4.6;4.8;133;4.9;4.8;4.8;4.7;4.7;Nissan;Rogue SL;2020;Hertz Car Sales Bedford
5LMCJ3C93KUL29687;Used;34801;Cappuccino;Ruby Red Metallic Tinted Clearcoat;31.25;4.6;4.7;70;4.8;4.8;4.9;4.7;4.8;Lincoln;MKC Reserve;2019;Five Star Ford Lewisville
JTEKU5JR0M5896120;Used;31589;Redwood;White;52.124;4.9;4.9;42;5;4.9;4.9;4.8;4.9;Toyota;4Runner Limited;2021;Toyota of Dallas
WDD3G4EB3KW002891;Used;30150;Black;Cosmos Black Metallic;32.985;4.3;4.5;36;4.6;4.3;4.7;4.4;4.7;Mercedes-Benz;A-Class A 220;2019;Porsche Plano
5TDGZRAH2MS034800;Used;34206;Black;Midnight Black;42;4.8;4.9;93;4.9;4.9;4.8;4.8;4.8;Toyota;Highlander XLE;2021;Five Star Ford Dallas
58ABZ1B15KU004958;Used;35760;Red;Black;42.195;4.4;4.6;121;4.7;4.6;4.7;4.6;4.6;Lexus;ES 350 F Sport;2019;Jaguar Land Rover Dallas
1FMJU1JT7LEA85168;Used;18443;Ebony;Black;55.5;4.6;4.9;27;5;4.8;4.9;4.9;4.9;Ford;Expedition XLT;2020;Town East Ford
1FM5K7B84KGA08023;Used;45000;Black;Agate Black Metallic;27.612;4.7;4.8;110;4.8;4.8;4.9;4.8;4.8;Ford;Explorer Base;2019;AutoNation Chevrolet North Corpus Christi
5N1AT2MV7JC742209;Used;80253;Charcoal;Brilliant Silver;23.2;4.6;4.7;415;4.7;4.7;4.8;4.6;4.7;Nissan;Rogue SL;2018;McCarthy Honda
1G4GE5GD1BF292503;Used;115426;Gray;White;9.995;4.2;4.4;95;4.6;4.3;4.7;4.3;4.5;Buick;LaCrosse CXS;2011;Quality Motorcars
2FMPK4K84JBC51781;Used;36890;Ceramic;Red;30.492;4.6;4.8;232;4.9;4.8;4.8;4.8;4.8;Ford;Edge Titanium;2018;Mills Ford Lincoln Chrysler
1GYKNDRS6HZ187316;Used;54299;Cirrus;Stellar Black Metallic;29.998;4.4;4.6;198;4.7;4.6;4.8;4.6;4.7;Cadillac;XT5 Luxury;2017;Morrie's Cadillac
7FARW2H86KE008284;Used;35335;Gray;Basque Red Pearl II;29.588;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;Rapids Honda
WDBNG70JX1A218220;Used;46389;Black;Black;5.995;4.5;4.7;18;5;4.5;4.7;4.8;4.7;Mercedes-Benz;S-Class S430;2001;Affordable Auto Credit
4S4BSANC4K3383224;New;50869;Ivory;Crystal Black Silica;31.993;4.7;4.7;262;4.8;4.7;4.7;4.7;4.7;Subaru;Outback 2.5i Limited;2019;Chilson Subaru
1C4RJFBG8KC689000;Used;36268;Black;Diamond Black;35.963;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Sunnyside Chrysler Dodge Jeep RAM
WDD3G4FB1KW028548;Used;21630;Black;Midnight Black;34.999;4.3;4.5;36;4.6;4.3;4.7;4.4;4.7;Mercedes-Benz;A-Class A 220 4MATIC;2019;Mercedes Benz of Hoffman Estates
5FNYF6H36KB062042;New;29285;Black;White;29.995;4.7;4.8;223;4.9;4.8;4.7;4.7;4.8;Honda;Pilot EX;2019;Honda on Grand
JTHC5LFF5J5004270;Used;31187;Black;Matador Red Mica;54.857;4.4;4.6;32;4.6;4.6;4.9;4.6;4.8;Lexus;LS 500 Base;2018;Zeigler Nissan of Gurnee
1GYKNDRS2KZ146429;New;30459;Beige;Shadow Metallic;38.787;4.4;4.6;94;4.8;4.5;4.7;4.6;4.7;Cadillac;XT5 Luxury;2019;Ettleson Cadillac
5TDJRKEC4NS116668;Used;140;Graphite;Predawn Gray Mica;79.45;4.7;4.8;3;5;5;4.7;4.7;4.3;Toyota;Sienna XLE;2022;Bettenhausen Chrysler Dodge Jeep RAM
WA1FVAF10KD012124;Used;16322;Okapi Brown;Orca Black Metallic;70;4.6;4.8;27;4.9;4.9;5;4.8;4.8;Audi;Q8 3.0T Prestige;2019;Zeigler Cadillac of Lincolnwood
JTMF1RFV7KD011202;New;15351;Black;Silver Sky Metallic;28.488;4.4;4.6;444;4.6;4.6;4.7;4.4;4.6;Toyota;RAV4 LE;2019;Toyota of Lincolnwood
5N1DL0MM3KC559156;Used;70404;Graphite;Liquid Platinum;34.92;4.5;4.6;56;4.8;4.6;4.7;4.5;4.6;INFINITI;QX60 Luxe;2019;Darrell Waltrip Buick GMC
1GYS4JEF7CR308860;Used;55925;Ebony / Ebony;Black Raven;31.898;4.5;4.9;11;5;5;4.9;4.9;4.9;Cadillac;Escalade ESV Premium;2012;Andy Mohr Toyota
5XYP64HC5LG048823;Used;16840;Gray;Black;44.998;4.7;4.8;211;4.9;4.9;4.9;4.8;4.9;Kia;Telluride S;2020;CarMax Murfreesboro - Now offering Curbside Pickup
5XYP5DHCXLG021877;Used;67978;Brown;Black;43.548;4.7;4.8;211;4.9;4.9;4.9;4.8;4.9;Kia;Telluride SX;2020;Tameron Hyundai
5YJYGDEE1LF029586;Used;19531;Black;Blue;71.995;3.3;3.7;10;3.9;4;3.8;4.1;3.8;Tesla;Model Y Long Range;2020;Tom Wood Nissan
2LMPJ8KP1LBL22234;Used;12920;Black;White;53.995;4.7;4.8;39;4.9;4.8;4.9;4.8;4.8;Lincoln;Nautilus Reserve;2020;Pinkham Lincoln Automotive
KL4CJGSM6KB858948;New;16568;Shale;White Frost Tri-Coat;27.987;4.6;4.7;182;4.7;4.7;4.8;4.6;4.6;Buick;Encore Essence;2019;Dellen Chevrolet Buick GMC
58ADZ1B1XMU098511;Used;29683;Black;Nightfall Mica;41.439;5;5;11;5;5;5;5;5;Lexus;ES 350 Base;2021;EchoPark Automotive Chattanooga Delivery Center
1C4RJFLG1JC335932;Used;55770;Black;Redline 2 Coat Pearl;34.834;4.6;4.8;395;4.9;4.7;4.9;4.8;4.8;Jeep;Grand Cherokee Trailhawk;2018;Evans Arena Chrysler Dodge Jeep Ram
WP1AG2A58MLB51936;New;17377;Black;Volcano Grey Metallic;90.989;4.7;4.9;3;4.7;5;4.7;5;5;Porsche;Macan GTS;2021;Harper Porsche
1G1YB2D47M5114150;Used;1381;Adrenaline Red;Silver Flare Metallic;99.444;5;4.9;13;4.8;4.8;4.9;5;4.9;Chevrolet;Corvette Stingray w/2LT;2021;BMW of Gwinnett Place
5J6RW1H55KA015838;Used;34449;Black;Crystal Black Pearl;28.969;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX;2019;EchoPark Automotive Greenville
5J8YD3H55LL007295;Used;25627;Black;Black;44.5;4.8;4.9;50;4.9;4.9;4.8;4.9;4.9;Acura;MDX 3.5L w/Technology Package;2020;Everett Chevrolet Buick GMC Cadillac
1C4RJFLT6MC746549;New;18183;Ruby Red;Diamond Black;48.5;4.5;4.7;58;4.7;4.7;4.7;4.7;4.7;Jeep;Grand Cherokee Trailhawk;2021;Lake Norman Chrysler Dodge Jeep Ram
WDDSJ4GB0KN768206;Used;19119;Black;Midnight Black;32.437;3.9;4.1;17;3.9;4.3;4.5;4.1;4;Mercedes-Benz;CLA 250 CLA 250;2019;Hi-Line Autohaus
5XYPG4A56LG634147;Used;49423;Black;Ebony Black;23.9;4.6;4.7;76;4.8;4.7;4.8;4.7;4.7;Kia;Sorento LX;2020;Kia of Orange Park
4JGFB4KB0LA079450;Used;39140;Black;Iridium Silver Metallic;52.227;3.9;4.3;75;4.6;4.1;4.6;4;4.6;Mercedes-Benz;GLE 350 Base 4MATIC;2020;Greenway Nissan Venice
19UUB2F30JA005821;Used;33613;Black;Crystal Black Pearl;32.703;4.7;4.7;83;4.8;4.8;4.8;4.7;4.7;Acura;TLX V6;2018;Hudson Nissan on Savannah Hwy
JM3KFADM0L1827416;Used;14209;Black;Machine Gray Metallic;31.998;4.8;4.9;140;4.9;4.9;4.9;4.8;4.9;Mazda;CX-5 Grand Touring;2020;CarMax Orlando - Now offering Curbside Pickup and Home Delivery
3VV3B7AX6LM080645;Used;47162;Black;Pyrite Silver Metallic;24.245;4.7;4.7;59;4.8;4.8;4.8;4.6;4.8;Volkswagen;Tiguan 2.0T SE;2020;Fort Myers Mitsubishi
1C4RJFBT7LC434112;Used;16302;Black;Burgundy;48.998;4.7;4.8;150;4.9;4.8;4.9;4.8;4.8;Jeep;Grand Cherokee Limited;2020;CarMax Dulles - Now offering Curbside Pickup and Home Delivery
4JGDF6EE4KB228593;Used;38518;Ginger;Selenite Gray Metallic;56.495;4.7;5;10;5;4.9;5;5;5;Mercedes-Benz;GLS 450 Base 4MATIC;2019;Mercedes-Benz of Fredericksburg
5UXKR0C50J0X88462;Used;73009;Black;Alpine White;37.906;4.5;4.8;66;4.8;4.8;4.9;4.9;4.9;BMW;X5 xDrive35i;2018;Lindsay Volkswagen of Dulles
SALWZ2FE4HA126729;Used;35809;Pimento / Ebony;Santorini Black;71.888;4.6;4.8;38;4.9;4.7;4.9;4.9;4.8;Land;Rover Range Rover Sport 5.0L Supercharged SVR;2017;Auto Buying Service
5J8TC2H53KL042617;Used;13120;Ebony;Majestic Black Pearl;39.588;4.1;4.3;217;4.6;4.2;4.6;4.2;4.5;Acura;RDX Technology Package;2019;Ourisman Lexus
SALWV2RE1KA818381;Used;37352;Ebony/Ebony/Ebony/Ebony;Santorini Black;83.993;4.3;4.7;11;4.7;4.6;4.9;4.7;4.9;Land;Rover Range Rover Sport Autobiography;2019;BMW of Rockville
WBXHT3C31J5K32020;Used;38749;Beige;Dark Olive Metallic;29.59;4.6;4.8;79;4.7;4.8;4.8;4.8;4.7;BMW;X1 xDrive28i;2018;BMW of Alexandria
5UXCR6C53KLL09734;New;32377;Black;Black Sapphire Metallic;56.526;4.4;4.7;55;5;4.6;4.7;4.9;4.9;BMW;X5 xDrive40i;2019;BMW of Alexandria
WDC0J8EB8LF744625;Used;63401;Black;Black;53.9;4.7;4.8;35;4.9;4.7;4.9;4.7;4.9;Mercedes-Benz;GLC 300 4MATIC Coupe;2020;Mercedes-Benz of Catonsville
JTJAARBZ4L2165492;Used;33757;Red;Black;35.998;4.7;4.8;38;4.8;4.9;4.8;4.8;4.8;Lexus;NX 300;2020;CarMax Boynton Beach - Now offering Curbside Pickup and Home Delivery
5YFEPRAE1LP081598;Used;14307;Black;CELESTITE;22.959;4.7;4.7;233;4.7;4.8;4.8;4.7;4.7;Toyota;Corolla LE;2020;AutoNation Chevrolet Doral
1GYFZCR42KF191129;Used;33717;Jet Black;Radiant Silver Metallic;32.998;3.8;4.2;107;4.5;3.8;4.7;4;4.5;Cadillac;XT4 Premium Luxury;2019;HGreg.com Doral
1FTER4FH9LLA82135;Used;36126;Ebony;Shadow Black;37.599;4.7;4.8;73;4.9;4.8;4.9;4.9;4.8;Ford;Ranger Lariat;2020;Florida Fine Cars Miami
1GYFZCR40KF205660;Used;18431;Black;Stellar Black Metallic;36.395;3.8;4.2;107;4.5;3.8;4.7;4;4.5;Cadillac;XT4 Premium Luxury;2019;Williamson Buick GMC
WA1AAAFY6M2082213;Used;11141;Okapi Brown;Glacier White Metallic;43.634;4.2;4.6;16;4.6;4.7;4.5;4.7;4.4;Audi;Q5 45 Premium;2021;Audi North Miami
WBXJG9C07M5S38116;New;15498;Black;Mineral Gray Metallic;38.699;4.7;5;3;5;5;5;5;5;BMW;X1 xDrive28i;2021;BMW of Wyoming Valley
5UXCR6C07LLL82319;Used;35358;Ivory White;Ametrin Metallic;58.193;4.4;4.7;53;4.8;4.7;4.7;4.8;4.8;BMW;X5 xDrive40i;2020;Checkered Flag BMW & Mini
1C4RJFBG8HC603113;Used;39532;Light Frost;Luxury Brown Pearlcoat;28.994;4.6;4.8;334;4.8;4.8;4.8;4.7;4.8;Jeep;Grand Cherokee Limited;2017;AutoProved
5UXCR6C00LLL76734;New;37798;Canberra Beige;Mineral White Metallic;56.443;4.4;4.7;53;4.8;4.7;4.7;4.8;4.8;BMW;X5 xDrive40i;2020;BMW of Devon
4S3GKAD64K3604133;Used;11486;Black;Ice Silver Metallic;25.245;4.5;4.6;90;4.7;4.6;4.6;4.4;4.6;Subaru;Impreza 2.0i Premium;2019;AutoLenders Williamstown
19UUB5F53MA003276;Used;15263;Red;Majestic Black Pearl;44.995;4.5;4.7;21;4.8;4.6;4.8;4.7;4.8;Acura;TLX A-Spec;2021;Precision Acura
5J8YD4H54LL026426;Used;36421;Ebony;Platinum White Pearl;41.1;4.8;4.9;50;4.9;4.9;4.8;4.9;4.9;Acura;MDX 3.5L w/Technology Package;2020;DARCARS Lexus of Englewood
3PCAJ5M31KF128383;New;16000;Graphite;Liquid Platinum;39.488;4.5;4.7;87;4.9;4.7;4.9;4.6;4.8;INFINITI;QX50 ESSENTIAL;2019;Lia INFINITI
KMHTC6AE4EU206984;Used;129720;Black;Orange;9.599;4.4;4.5;42;4.4;4.4;4.8;4.4;4.5;Hyundai;Veloster Turbo;2014;Korefan
1FA6P8CF7F5301340;Used;74639;Ebony;Red;22.499;4.7;4.8;276;4.6;4.7;4.9;4.8;4.7;Ford;Mustang GT Premium;2015;Sunrise Autoland
WBXHT3C54K3H35848;Used;34843;Black;Black Sapphire Metallic;31.99;4.7;4.7;17;4.8;4.6;4.8;4.8;4.6;BMW;X1 xDrive28i;2019;Biener Audi
1GYKPDRS5LZ102596;Used;36627;Black;Stellar Black Metallic;47.092;4.5;4.6;51;4.6;4.5;4.7;4.6;4.5;Cadillac;XT6 Premium Luxury AWD;2020;North Bay Cadillac Buick GMC
JF2SKAWC4KH482827;Used;15767;Saddle Brown;Jasper Green Metallic;33.499;4.7;4.7;279;4.8;4.8;4.7;4.6;4.7;Subaru;Forester Touring;2019;DELLA Mitsubishi
2HKRW2H87KH614139;Used;19624;Black;Gunmetal Metallic;32.477;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;Millennium Honda
WBA8B7C54GK703206;Used;50986;Saddle Brown;White;25.856;4.3;4.6;17;4.5;4.6;4.7;4.8;4.6;BMW;340 i xDrive;2016;Northshore Motors
WDC0G4KB4KV121664;New;38634;Black;Selenite Gray Metallic;37.49;4.5;4.6;72;4.8;4.6;4.7;4.6;4.8;Mercedes-Benz;GLC 300 Base 4MATIC;2019;Mercedes-Benz of Springfield
SALZP2FX4LH019362;Used;19268;White;Narvik Black;49.9;3.7;4.1;16;4.6;3.5;4.7;3.7;4.5;Land;Rover Range Rover Evoque SE;2020;Jaguar Land Rover Norwood
4S4BTGND8M3228137;New;15009;Black;Magnetite Gray Metallic;36.795;4.7;4.8;81;4.9;4.8;4.8;4.7;4.8;Subaru;Outback Limited XT;2021;AutoFair Subaru
1C4RJFBG4KC854637;New;18658;Black;Diamond Black;38.921;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Kelly Jeep Chrysler
1C4HJXDG0MW583074;Used;10575;Black;Firecracker Red Clearcoat;46.877;4.6;4.9;46;4.9;4.8;4.9;4.9;5;Jeep;Wrangler Unlimited Sport;2021;Lucchettis Auto Center
5XYPG4A59LG689028;Used;49148;Black;Everlasting Silver;27.431;4.6;4.7;76;4.8;4.7;4.8;4.7;4.7;Kia;Sorento LX;2020;Cerritos Dodge Chrysler Jeep RAM
WBA3A5G53FNS82314;Used;35876;Black;Mineral Gray Metallic;19.999;4.5;4.7;107;4.7;4.6;4.8;4.8;4.7;BMW;328 i;2015;Long Beach BMW
WDDPK4HA3FF103003;Used;35720;Black;Polar White;32.995;4.6;4.8;14;4.6;4.9;4.9;4.6;4.8;Mercedes-Benz;SLK-Class SLK 250;2015;Mercedes-Benz of Stevens Creek
5YJYGDEF8LF003835;Used;12182;Black;Deep Blue Metallic;70.814;3.3;3.7;10;3.9;4;3.8;4.1;3.8;Tesla;Model Y Performance;2020;Tracy Chrysler Jeep Dodge Ram
4JGDF6EE3KB221294;Used;47019;Black;Gray;47.496;4.7;5;10;5;4.9;5;5;5;Mercedes-Benz;GLS 450 Base 4MATIC;2019;Autobahn Motors
5UXCR6C53KLL35993;New;47289;Black;Sunstone Metallic;55.332;4.4;4.7;55;5;4.6;4.7;4.9;4.9;BMW;X5 xDrive40i;2019;BMW North Scottsdale
1C6SRFHT0MN500644;Used;18469;Indigo;Granite Crystal Clearcoat Metallic;56.975;4.6;4.8;92;4.9;4.8;4.9;4.8;4.9;RAM;1500 Limited;2021;Bill Luke Tempe
WBA5R1C59KAK09644;Used;34556;Black;Black Sapphire Metallic;36.998;4.6;4.9;30;4.9;4.9;4.9;5;4.9;BMW;330 i;2019;Beemer Haus
WUABWCF51KA902474;Used;19053;Black / Crescendo Red;Glacier White Metallic;64.5;4.5;4.8;11;4.6;4.9;5;4.8;4.7;Audi;RS 5 2.9T;2019;NexGen Motors
3TMCZ5AN6LM331855;Used;48416;Cement;Silver Sky Metallic;38.749;4.7;4.7;123;4.7;4.8;4.9;4.6;4.7;Toyota;Tacoma TRD Off Road;2020;EchoPark Automotive Salt Lake City Delivery Center
5UXWX9C59D0A16383;Used;81300;Beige;Jet Black;17.124;3.8;4.2;82;4.5;3.8;4.5;4.3;4.4;BMW;X3 xDrive28i;2013;Foundation Kia
4S4BSAKC0H3233172;Used;86267;Black;Twilight Blue Metallic;24.998;4.7;4.8;367;4.8;4.8;4.7;4.7;4.7;Subaru;Outback 2.5i Limited;2017;AutoNation Toyota Spokane Valley
WAUF8AFC5JN078057;Used;68405;Black;Florett Silver Metallic;29.992;4.4;4.7;23;4.7;4.9;4.8;4.7;4.7;Audi;A6 2.0T quattro Sport;2018;Mercedes-Benz of Bellevue
2T3ZFREV4JW488851;Used;44701;Black;Galactic Aqua;25.793;4.7;4.8;770;4.8;4.9;4.8;4.8;4.7;Toyota;RAV4 LE;2018;Mercedes-Benz of Bellevue
1GKS2BKC9LR280821;Used;67584;Jet Black;Onyx Black;46.477;4.7;4.9;16;5;4.9;4.9;5;4.9;GMC;Yukon SLT;2020;Pierre Ford
5XYPG4A51LG682719;Used;31153;Black;Snow White Pearl;29.995;4.6;4.7;76;4.8;4.7;4.8;4.7;4.7;Kia;Sorento LX;2020;Rusty Eck Ford
5TFEY5F15MX290907;Used;16258;Black;Cement;47.941;4.8;4.9;32;4.9;4.9;4.9;4.8;4.8;Toyota;Tundra SR5;2021;AutoNation USA San Antonio
2HKRW1H89MH412545;Used;16993;Gray;Gray;37.674;4.8;4.9;109;5;4.9;4.9;4.8;4.9;Honda;CR-V EX-L;2021;Honda Leander
