vin;estado;numero_millas;color_interior;color_exterior;precio_rel;value_for_money_rating_rel;consumer_rating;consumer_reviews;comfort_rating;reliability_rating;exterior_styling_rating;performance_rating;interior_design_rating;marca;modelo;year;nombre_vendedor
1N4AA6EV2LC373834;New;16666;Black;Black;36.952;4.8;5;17;5;5;5;4.9;5;Nissan;Maxima 3.5 SR;2020;AutoNation Nissan Pembroke Pines
4T1G11AK9LU917111;Used;18491;Black;Predawn Gray Mica;28.917;4.7;4.8;142;4.7;4.8;4.8;4.7;4.7;Toyota;Camry SE;2020;Ambar Motors
WAUDNCF54KA014226;Used;35165;Black;Manhattan Gray Metallic;37.9;4.8;4.8;14;4.9;4.8;4.9;4.8;4.9;Audi;A5 2.0T Premium;2019;Audi North Miami
1GKKNSLS1KZ257870;Used;26353;Jet Black;Dark Sky Metallic;35.9;4.7;4.8;131;4.8;4.9;4.8;4.8;4.7;GMC;Acadia SLE-2;2019;NYE Buick GMC
4S4BTANC3M3140648;New;19002;Gray;Magnetite Gray Metallic;36.995;4.7;4.8;81;4.9;4.8;4.8;4.7;4.8;Subaru;Outback Limited;2021;Ciocca Subaru
1C4PJMBX7KD235438;Used;19198;Black;Diamond Black;30.993;4.5;4.6;568;4.8;4.6;4.7;4.5;4.7;Jeep;Cherokee Trailhawk;2019;Koons Lexus of Wilmington
5UXCR6C53KLL38845;Used;27425;Cognac;Tanzanite Blue Ii Metallic;54.592;4.4;4.7;55;5;4.6;4.7;4.9;4.9;BMW;X5 xDrive40i;2019;BMW of the Main Line
JM3KFBDM5J0434424;Used;46390;Black;Jet Black Mica;30;4.8;4.8;270;4.8;4.8;4.8;4.7;4.8;Mazda;CX-5 Grand Touring;2018;Mount Holly Nissan
ZPBUA1ZL2LLA09134;Used;5047;Nero Ade;Rosso Mars Metallic;274.435;5;4.7;1;4;4;5;5;5;Lamborghini;Urus Base;2020;DCH Montclair Acura
5J8YD4H82KL016406;Used;22383;Ebony;Gray;42.995;4.5;4.6;63;4.6;4.8;4.7;4.6;4.7;Acura;MDX 3.5L;2019;Acura of Ramsey
1C4SDJCTXMC642108;Used;21706;Red / Black;Black;44.95;4.4;4.8;27;4.9;4.8;4.9;4.7;4.9;Dodge;Durango R/T;2021;26 Motors Long Island
1C4PJMDXXKD336132;Used;34914;Black;Bright White Clearcoat;31.56;4.5;4.6;568;4.8;4.6;4.7;4.5;4.7;Jeep;Cherokee Limited;2019;Columbia Ford Kia
WBAJA7C52KWC77928;Used;16985;Black;Glacier Silver Metallic;43.298;4.5;4.8;15;4.9;4.7;4.9;4.8;4.8;BMW;530 i xDrive;2019;Herb Connolly Hyundai
WDDWF8EB3KR517962;Used;14402;AMG Silk Beige;Polar White;41.989;4.5;4.8;40;4.8;4.7;4.8;4.8;4.8;Mercedes-Benz;C-Class C 300 4MATIC;2019;Port City Nissan
WP1AA2A55JLB21466;Used;44929;Black;Gray;45.998;4.5;4.8;68;4.9;4.9;4.9;4.9;4.8;Porsche;Macan;2018;CarMax Centennial - Now offering Curbside Pickup and Home Delivery
WA1BCCFS1JR012885;Used;80143;Black;Cortina White;23.852;4.6;4.8;52;4.8;4.8;4.9;4.7;4.8;Audi;Q3 2.0T Premium;2018;Audi Henderson
WDDHF5KB8EA800193;Used;91420;Black;Black;17.995;4.6;4.8;176;4.9;4.8;4.9;4.8;4.8;Mercedes-Benz;E-Class E 350;2014;Ronnie Motors LLC
WDD5J4GB2LN060618;New;18060;Black;White;36.999;4.9;5;9;5;5;5;5;5;Mercedes-Benz;CLA 250 Base;2020;Mercedes-Benz of Walnut Creek
5FPYK3F88HB023168;New;52312;Black;Crystal Black Pearl;34.955;4.4;4.7;185;4.8;4.7;4.7;4.7;4.7;Honda;Ridgeline Black Edition;2017;AutoNation Honda Roseville
55SWF8DB2KU291705;Used;22592;Black;White;34.499;4.5;4.8;40;4.8;4.7;4.8;4.8;4.8;Mercedes-Benz;C-Class C 300;2019;EchoPark Automotive Phoenix
WBA4W5C06LFH34104;New;16308;Black;Alpine White;47.991;4.8;4.9;8;4.9;5;5;4.9;5;BMW;430 i xDrive;2020;Chapman BMW Chandler
JTJAM7BX3M5300584;Used;15725;Red;Black;61.037;4.1;4.6;8;4.9;4.9;4.6;4.8;4.2;Lexus;GX 460 Base;2021;Castle Rock Chrysler Dodge Jeep RAM
5YFEPMAE3MP231456;New;10473;Moonstone;Blueprint;26.776;4.7;4.8;74;4.8;4.9;4.9;4.8;4.7;Toyota;Corolla LE;2021;Shottenkirk Toyota of Weatherford
JTDP4MCE4MJ072059;New;23791;Black;Barcelona Red;27.491;4.7;4.8;74;4.8;4.9;4.9;4.8;4.7;Toyota;Corolla SE;2021;Cavender Toyota
1VWCN7A36EC071237;Used;91334;Beige;Candy White;19.999;4.5;4.6;135;4.6;4.5;4.6;4.5;4.6;Volkswagen;Passat 2.0L TDI DSG SEL Premium;2014;Seth Wadley Chevrolet Buick of Ada
5LMCJ3C96KUL08736;Used;47076;Cappuccino;White Platinum;34.288;4.6;4.7;70;4.8;4.8;4.9;4.7;4.8;Lincoln;MKC Reserve;2019;Covert Ford
2FMGK5D88JBA09840;Used;73460;Dune;Oxford White;27.771;4.5;4.7;44;4.9;4.7;4.7;4.6;4.7;Ford;Flex Limited;2018;Hendrick Volkswagen Frisco
JTDEPMAE2MJ187308;Used;12779;Light Gray;CELESTITE;27.197;4.7;4.8;74;4.8;4.9;4.9;4.8;4.7;Toyota;Corolla LE;2021;Toyota of Dallas
5J6RW5H31KL003096;Used;84457;Black;Silver;25;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V LX;2019;Five Star Ford Dallas
2T2ZK1BA9BC051501;Used;91312;Parchment;Starfire Pearl;23.38;4.5;4.7;71;4.8;4.8;4.7;4.6;4.7;Lexus;RX 350 Base;2011;C3 Automotive
1FM5K7F8XKGB12123;Used;85075;Medium Light Stone;Agate Black Metallic;29.592;4.7;4.8;110;4.8;4.8;4.9;4.8;4.8;Ford;Explorer Limited;2019;Greenville Chrysler
3C4NJDDBXLT171691;Used;38019;Ruby Red;White Clearcoat;29.54;4.7;4.8;77;4.8;4.8;4.9;4.7;4.8;Jeep;Compass Trailhawk;2020;Nissan of Muskogee
19UDE2F7XLA008612;Used;23203;Espresso;Black;30.998;4.4;4.5;16;4.5;4.4;4.7;4.5;4.6;Acura;ILX;2020;CarMax Tyler - Now offering Curbside Pickup
WBXYJ5C3XJEF70293;Used;21883;Oyster / Black;Black Sapphire Metallic;34.922;4.5;4.7;42;4.6;4.5;4.9;4.7;4.7;BMW;X2 xDrive28i;2018;BMW of Kansas City South
KM8SM4HF5JU276564;Used;96938;Beige;Regal Red Pearl;22.706;4.6;4.7;75;4.7;4.8;4.8;4.6;4.7;Hyundai;Santa Fe SE;2018;Landers Toyota of Northwest Arkansas
1GYS4HKJXKR205237;New;47706;Jet Black;Black Raven;58.869;5;5;6;5;5;5;5;5;Cadillac;Escalade ESV Luxury;2019;Sewell Cadillac
5FRYD3H41FB005474;Used;83645;Black;Black;23.084;4.7;4.7;63;4.8;4.8;4.6;4.8;4.7;Acura;MDX 3.5L Technology Package;2015;Sterling McCall Lexus
SALYB2FV3LA271900;Used;10213;Light Oyster / Ebony;Yulong White;62.101;3.9;4.3;13;4.2;4.2;4.9;4.1;4.5;Land;Rover Range Rover Velar S;2020;Bayway Chrysler Dodge Jeep Ram
1C4RJFAG9LC414609;Used;11279;Black;Bright White Clearcoat;40.985;4.7;4.8;150;4.9;4.8;4.9;4.8;4.8;Jeep;Grand Cherokee Altitude;2020;Mills Ford Lincoln Chrysler
5UXKR0C5XH0U52425;Used;67558;Ivory White;Space Gray Metallic;34.771;4.4;4.7;77;4.8;4.7;4.8;4.7;4.7;BMW;X5 xDrive35i;2017;Audi Minneapolis
WBA5B3C52GG252436;Used;60237;Brown;Black;23.572;4.4;4.7;28;4.8;4.7;4.7;4.7;4.7;BMW;535 i xDrive;2016;RAVMOTORS of Crystal
4JGDA5HB6EA365183;Used;82171;Almond Beige;Brown;22.792;4.4;4.7;60;4.8;4.6;4.7;4.7;4.8;Mercedes-Benz;M-Class ML 350 4MATIC;2014;AutoCenters Herculaneum
LVYA22MT4LP169960;Used;25828;Charcoal;Bright Silver Metallic;45.109;5;5;5;5;5;5;5;5;Volvo;S90 T6 R-Design;2020;McGrath Volvo Cars Barrington
5N1DL0MM5KC520097;Used;58548;Graphite;Majestic White;33.954;4.5;4.6;56;4.8;4.6;4.7;4.5;4.6;INFINITI;QX60 Luxe;2019;Zeigler Nissan of Gurnee
1C6SRFJTXKN845820;Used;18397;Black;Billet Silver Metallic Clearcoat;47.485;4.5;4.7;474;4.8;4.5;4.8;4.7;4.9;RAM;1500 Laramie;2019;Sherman Dodge Chrysler Jeep RAM
2T3RFREVXDW071190;Used;154835;Latte;Black;13.85;4.4;4.5;182;4.5;4.7;4.5;4.4;4.4;Toyota;RAV4 XLE;2013;BMW of Schererville
KMHGN4JE0GU116296;Used;42867;Beige;Caspian Black;29.998;4.8;4.8;57;4.9;4.8;4.9;4.7;4.8;Hyundai;Genesis 3.8;2016;CarMax Indianapolis - Now offering Curbside Pickup
7FARW2H5XKE036417;Used;38923;Black;Black;30.556;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX;2019;Hardin County Honda
5FNYF6H9XJB022842;Used;86474;Beige;White Diamond Pearl;32.015;4.5;4.6;224;4.7;4.7;4.6;4.7;4.6;Honda;Pilot Touring;2018;Performance Honda
1HGCR2F08GA119734;Used;115498;Black;Black;19.678;4.7;4.7;286;4.8;4.8;4.8;4.7;4.7;Honda;Accord EX;2016;AutoNation CDJR FIAT North Columbus
WVGAV7AX9HK043211;Used;41991;Black;Deep Black Pearl Effect;20.998;4.7;4.8;94;4.8;4.8;4.7;4.8;4.7;Volkswagen;Tiguan 2.0T;2017;CarMax Columbus - Now offering Curbside Pickup
2C3CDZBT6MH526507;Used;41393;Black;F8 Green;34.946;4.8;4.9;24;4.9;4.8;5;4.9;4.8;Dodge;Challenger R/T;2021;Grand Motorcars
JTEBU5JR3H5429988;Used;49619;Sand Beige;Black;40.824;4.7;4.8;151;4.8;4.9;4.9;4.7;4.6;Toyota;4Runner Limited;2017;Marietta Toyota
WBXHT3C3XH5F78595;Used;39064;Black;Black Sapphire Metallic;29.996;4.5;4.7;70;4.6;4.7;4.8;4.8;4.6;BMW;X1 xDrive 28i;2017;Global Imports BMW
5YJ3E1EA2MF021039;Used;11667;Black;Pearl White Multi;59.9;2;3;1;3;1;4;5;4;Tesla;Model 3 Standard Range Plus;2021;Nalley BMW
1C4RJFCG0HC834490;Used;88163;Blue;Ivory;27.991;4.6;4.8;334;4.8;4.8;4.8;4.7;4.8;Jeep;Grand Cherokee Overland;2017;LaFontaine Kia of Ypsilanti
5UXCR6C09M9G25498;Used;14672;Black;Alpine White;67.988;4.6;4.8;26;4.9;4.9;4.9;4.9;5;BMW;X5 xDrive40i;2021;BMW of Gwinnett Place
2FMPK4K97LBB09372;Used;22446;Soft Ceramic;Star White;35.495;4.8;4.9;141;4.9;4.9;4.9;4.9;4.9;Ford;Edge Titanium;2020;Elder Ford of Romeo
5J6RW2H52KA011767;Used;43569;Black;Crystal Black Pearl;29.718;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX;2019;Lindsay Acura
1FM5K8D88JGB18770;Used;99957;Ebony Black;Ingot Silver;25;4.7;4.8;265;4.9;4.8;4.9;4.8;4.8;Ford;Explorer XLT;2018;Don Wood Chevrolet Buick
5TDJKRFH8GS307701;Used;142146;Almond;Blizzard Pearl;25.755;4.7;4.8;184;4.8;4.9;4.8;4.8;4.7;Toyota;Highlander XLE;2016;Fred Anderson Toyota of Asheville
2GNALCEK2G6279967;Used;65839;Jet Black;Tungsten Metallic;18.981;4.7;4.7;196;4.8;4.8;4.7;4.6;4.7;Chevrolet;Equinox LT;2016;Crown Nissan of Greenville
WA1VABF71HD053193;Used;63155;Pistachio Beige;Orca Black Metallic;38.99;4.4;4.7;72;4.9;4.6;4.7;4.7;4.8;Audi;Q7 3.0T Prestige;2017;Gerald Jones VW/Audi
3GTU9DED0MG267697;Used;18903;Jet Black;Onyx Black;59.823;3.9;4.2;43;4.4;3.9;4.4;4.1;4.3;GMC;Sierra 1500 SLT;2021;Liberty Buick GMC
5J6RW2H84KL016807;New;10138;Ivory;White;28.973;4.7;4.8;540;4.8;4.8;4.8;4.7;4.8;Honda;CR-V EX-L;2019;Venice Honda
5YJ3E1EB1NF236969;Used;713;White/Black;Pearl White Multi-Coat;63.996;4.5;4.8;2;5;5;4.5;5;4.5;Tesla;Model 3 Long Range;2022;Napleton's Volkswagen of Sanford
1C4RJECG9JC489041;Used;40655;Black;Diamond Black;39.2;4.6;4.8;395;4.9;4.7;4.9;4.8;4.8;Jeep;Grand Cherokee High Altitude;2018;Gary Yeomans Honda
JM3KFADM2M0342895;Used;39691;Black;Snowflake White Pearl;25.988;4.7;4.8;84;4.8;4.8;4.8;4.8;4.8;Mazda;CX-5 Grand Touring;2021;Honda of Fort Myers
2T3RFREV0HW673330;Used;32531;Black;Blue;24.995;4.7;4.8;591;4.8;4.9;4.8;4.7;4.7;Toyota;RAV4 XLE;2017;Autos Direct of Fredericksburg - Lafayette
5UXCR6C01M9G30498;New;14261;Black;Blue;71.999;4.6;4.8;26;4.9;4.9;4.9;4.9;5;BMW;X5 xDrive40i;2021;BMW of Fairfax
WBA1G9C55GV726152;Used;45316;Black;Mineral Gray Metallic;24.871;4.4;4.6;23;4.6;4.6;4.7;4.8;4.5;BMW;228 i xDrive;2016;Sheehy Ford of Springfield
SALAG2V65GA815137;Used;59473;Ebony;Indus Silver;37.995;4.2;4.5;16;4.7;4.3;4.9;4.6;4.5;Land;Rover LR4 Base;2016;Virginia Auto Trader Co.
5XYPHDA57KG567375;Used;48679;Satin Black;Sangria Red;30.5;4.7;4.7;256;4.8;4.8;4.8;4.7;4.8;Kia;Sorento EX V6;2019;Koons Kia Owings Mills
WP1AB2A26GLA93351;Used;68053;Luxor Beige;Jet Black Metallic;41.99;4.5;4.8;39;4.9;4.9;4.9;4.9;4.8;Porsche;Cayenne S;2016;Porsche Towson
JN8AT3BA6MW016004;Used;14722;Charcoal;Gun Metallic;30.2;4.6;4.7;94;4.9;4.6;4.9;4.6;4.8;Nissan;Rogue SV;2021;Napleton's North Palm Hyundai
19XFC2F60LE012993;Used;12260;Black;White;26.998;4.8;4.9;169;4.8;4.9;4.9;4.9;4.8;Honda;Civic LX;2020;CarMax Ft. Lauderdale - Now offering Curbside Pickup and Home Delivery
SADCL2FXXJA280739;Used;24619;Ebony;Corris Grey;45.49;4.4;4.6;57;4.6;4.6;4.8;4.7;4.5;Jaguar;F-PACE 25t R-Sport;2018;Jaguar Land Rover Fort Lauderdale
58ABZ1B11KU017402;Used;20505;Black;Atomic Silver;40.498;4.4;4.6;121;4.7;4.6;4.7;4.6;4.6;Lexus;ES 350 F Sport;2019;AutoNation Nissan Miami
1N4AL3AP9GC189321;Used;86692;Charcoal;Cayenne Red;9.499;4.6;4.7;237;4.7;4.6;4.8;4.6;4.6;Nissan;Altima 2.5 S;2016;Prestige Imports Auto Sales
JF2GTADC7K8379455;Used;15477;Gray;Crystal White Pearl;27.991;4.7;4.7;205;4.7;4.8;4.8;4.6;4.7;Subaru;Crosstrek 2.0i Premium;2019;Miller Ford Lincoln
1GKKNULS0KZ256270;Used;19311;Kalahari/ Jet Black;Blue Steel Metallic;35.2;4.7;4.8;131;4.8;4.9;4.8;4.8;4.7;GMC;Acadia SLT-1;2019;McGuire Buick GMC Little Falls
WDDSJ4GB5KN723505;New;24288;Shara Beige;Midnight Black;32.826;3.9;4.1;17;3.9;4.3;4.5;4.1;4;Mercedes-Benz;CLA 250 Base 4MATIC;2019;Benzel-Busch Motor Car
WAUGFAFC1GN134451;Used;73570;Nougat Brown;Moonlight Blue Metallic;22.524;4.6;4.8;44;4.9;4.8;4.8;4.8;4.9;Audi;A6 2.0T Premium Plus;2016;Blasius Pre-Owned Auto
WBANW1C51AC168700;Used;141769;Black;Black;7.999;4.3;4.6;36;4.7;4.4;4.7;4.7;4.5;BMW;535 i;2010;South Street Auto Sales LLC
JN8AT2MV1JW307192;Used;49800;Charcoal;Caspian Blue;23.932;4.6;4.7;415;4.7;4.7;4.8;4.6;4.7;Nissan;Rogue SV;2018;Merchants Automotive Group
KL4CJASB0KB961665;Used;17879;Ebony;Summit White;22.5;4.6;4.7;182;4.7;4.7;4.8;4.6;4.6;Buick;Encore Preferred;2019;Tasca Buick GMC Woonsocket
1C6SRFJT9KN725684;Used;17330;Black;Billet Silver Metallic Clearcoat;51.5;4.5;4.7;474;4.8;4.5;4.8;4.7;4.9;RAM;1500 Laramie;2019;New England Automax - Framingham
5LMCJ2D9XLUL12184;Used;13500;Ebony;White;43.5;4.4;4.6;51;4.7;4.4;4.7;4.4;4.7;Lincoln;Corsair Reserve;2020;Tasca Automotive Group
JF2SKAGC3KH514746;Used;22232;Black;Crystal Black Silica;30.476;4.7;4.7;279;4.8;4.8;4.7;4.6;4.7;Subaru;Forester Premium;2019;McGovern Subaru
1C4RJFAG5LC316371;Used;13354;Black;Billet Silver Metallic Clearcoat;37.698;4.7;4.8;150;4.9;4.8;4.9;4.8;4.8;Jeep;Grand Cherokee Laredo;2020;Sudbay Chrysler Dodge Jeep RAM
W1KWJ8DB9MG046222;New;24558;Black;Black;45.888;5;5;4;5;5;5;5;4.8;Mercedes-Benz;C-Class C 300;2021;Mercedes-Benz of Valencia
ZASPAKBN2L7C74688;New;17111;Black;Vesuvio Gray Metallic;39.995;4.9;4.9;11;4.8;4.8;5;5;4.8;Alfa;Romeo Stelvio Ti;2020;Russell Westbrook Alfa Romeo Maserati Fiat
WBA7E2C5XKB218132;Used;34697;Black;Black;49.999;4;4.5;2;5;4.5;4;4.5;4;BMW;740 i;2019;BMW of Monrovia
JTJBM7FX9K5236028;Used;15824;Gray;White;49.998;4.5;4.7;24;4.8;4.8;4.6;4.6;4.6;Lexus;GX 460 Base;2019;CarMax Torrance - Now offering Curbside Pickup and Home Delivery
WDDSJ4EB5KN752893;New;25193;Black;Midnight Black;29.99;3.9;4.1;17;3.9;4.3;4.5;4.1;4;Mercedes-Benz;CLA 250 Base;2019;House of Imports
WBAJA5C51JWA57036;Used;30892;Black;Mineral White Metallic;34.8;4.4;4.8;18;4.8;4.8;4.8;4.8;4.8;BMW;530 i;2018;INFINITI of San Jose
1V2CE2CA3MC223067;New;10064;Titan Black;Pure Gray;46.332;4.4;4.5;10;4.7;4.4;4.5;4.4;4.5;Volkswagen;Atlas Cross Sport 3.6L V6 SEL R-Line;2021;Larry H. Miller Volkswagen Avondale
1V2SE2CA3MC236607;Used;13632;Titan Black;Pure Gray;46.201;4.4;4.5;10;4.7;4.4;4.5;4.4;4.5;Volkswagen;Atlas Cross Sport 3.6L V6 SEL R-Line;2021;Larry H. Miller Volkswagen Avondale
5N1AR2MM6FC605291;Used;108427;Black;Gun;17.821;4.3;4.4;112;4.6;4.3;4.4;4.3;4.4;Nissan;Pathfinder SL;2015;Audi Peoria
KM8JU3AC3BU155698;Used;111536;Black;Ash Black;10.799;4.5;4.4;62;4.4;4.3;4.8;4;4.6;Hyundai;Tucson GLS;2011;Van Chevrolet
4S4BTGKD4L3102781;New;24932;Gray;Magnetite Gray Metallic;38.5;4.7;4.7;215;4.9;4.7;4.8;4.6;4.7;Subaru;Outback Onyx Edition XT;2020;Flatirons Subaru
JM3KFADMXJ0471107;Used;32452;Black;Deep Crystal Blue Mica;29;4.8;4.8;270;4.8;4.8;4.8;4.7;4.8;Mazda;CX-5 Grand Touring;2018;Classic Chevrolet
1GKS2CKJ7HR218619;Used;83862;Cocoa;Summit White;42.9;4.3;4.7;79;4.8;4.7;4.9;4.7;4.8;GMC;Yukon Denali;2017;Covert Buick GMC Austin
3GNCJPSB7KL281972;Used;14038;Jet Black;Dark Copper Metallic;25.798;4.2;4.3;151;4.4;4.4;4.5;4.2;4.3;Chevrolet;Trax LT;2019;Covert Cadillac
1C4RJFLT2JC200391;Used;50397;Black;Bright White Clearcoat;42.988;4.6;4.8;395;4.9;4.7;4.9;4.8;4.8;Jeep;Grand Cherokee Trailhawk;2018;South Austin Nissan
JTHBK1EG3C2479973;Used;106601;Parchment;Starfire Pearl;16.741;4.8;4.8;45;4.9;4.9;4.6;4.7;4.7;Lexus;ES 350 Base;2012;Sewell INFINITI
1C4RJFBG1MC560681;Used;14068;Black;Bright White Clearcoat;45.997;4.5;4.7;58;4.7;4.7;4.7;4.7;4.7;Jeep;Grand Cherokee Limited;2021;Southwest Kia
KM8R2DHE2NU391060;Used;6050;Gray / Black;Abyss Black Pearl;45.991;4.5;4.6;2;5;4.5;4.5;4.5;5;Hyundai;Palisade SEL;2022;Huffines Hyundai McKinney
3KPF24ADXME306455;Used;20230;Black;Silky Silver;23.085;4.8;4.8;46;4.8;4.8;4.9;4.8;4.9;Kia;Forte LXS;2021;Rusty Wallis Honda
KNDEPCAA7M7105335;New;19788;Black;Snow White Pearl;27.5;4.8;4.8;113;4.8;4.8;4.9;4.7;4.8;Kia;Seltos LX;2021;H&H Kia
5TDGZRBH1LS025597;Used;68114;Black;Opulent Amber;38.531;4.5;4.6;102;4.6;4.8;4.7;4.7;4.6;Toyota;Highlander XLE;2020;Toyota of Paris
WA1LXAF70MD021457;Used;21752;Black;Orca Black Metallic;66.491;4.3;4.7;12;4.9;4.3;4.9;4.6;4.7;Audi;Q7 55 Premium;2021;Audi Sugar Land
4T1G11AK7LU342507;Used;45655;Black;Galactic Aqua;29.75;4.7;4.8;142;4.7;4.8;4.8;4.7;4.7;Toyota;Camry SE;2020;Landers Toyota
4M2CN9H76AKJ20938;Used;136940;Tan;Gold;5.995;4;4.1;28;4.4;3.9;4.4;3.9;4.2;Mercury;Mariner Premier I4 AWD 4dr SUV;2010;Northtown Auto Sales
1C4PJMLX1LD527909;Used;24339;Black;Diamond Black;32.998;4.8;4.8;152;4.8;4.8;4.8;4.8;4.8;Jeep;Cherokee Latitude Plus;2020;Pat McGrath Chevyland
1C6SRFU99MN684752;Used;14000;Black;Flame Red Clearcoat;91.993;4.6;4.8;92;4.9;4.8;4.9;4.8;4.9;RAM;1500 TRX;2021;Marty Cancila Dodge Chrysler Jeep Ram of Florissant
1GNSKPKD0MR362544;Used;20754;Black;Shadow Gray Metallic;72.988;4.3;4.5;37;4.6;4.3;4.7;4.4;4.7;Chevrolet;Tahoe Z71;2021;KC Summers Nissan Toyota Buick GMC
5FNYF5H34KB044228;New;41000;Black;White;31.995;4.7;4.8;223;4.9;4.8;4.7;4.7;4.8;Honda;Pilot EX;2019;Honda on Grand
1C4RJFBG7KC837315;Used;16383;Black;Billet Silver Metallic Clearcoat;36.889;4.6;4.8;224;4.9;4.8;4.9;4.8;4.9;Jeep;Grand Cherokee Limited;2019;Bettenhausen Chrysler Dodge Jeep RAM
4JGDF6EE6KB240468;Used;47501;Saddle Brown / Black;designo Diamond White Metallic;55.043;4.7;5;10;5;4.9;5;5;5;Mercedes-Benz;GLS 450 Base 4MATIC;2019;Knauz Auto Park
YV4A22RL6J1014310;Used;21802;Charcoal;Gray;39.994;4.6;4.8;117;4.9;4.8;4.9;4.8;4.9;Volvo;XC60 T6 Inscription;2018;Zeigler Buick GMC of Lincolnwood
JN8AY2NF3L9361281;Used;18554;Charcoal;Black;55.995;4.4;4.7;8;5;4.7;4.6;4.7;4.6;Nissan;Armada Platinum;2020;Lynn Layton Cadillac Nissan
JF2GTAEC6M8292101;Used;49019;Black;Pure Red;27.75;4.8;4.8;78;4.9;4.8;4.8;4.8;4.8;Subaru;Crosstrek Premium;2021;Napleton Hyundai of Carmel
2T2HZMAA3MC213443;Used;15145;Black;White;51.998;4.6;4.8;56;4.8;4.8;4.7;4.8;4.8;Lexus;RX 350 Base;2021;Lexus of Birmingham
1FMCU9GD6JUD58062;Used;48953;Charcoal Black;Magnetic;20.697;4.6;4.7;578;4.8;4.8;4.8;4.7;4.7;Ford;Escape SE;2018;Eby Ford
1GKS2DKL2MR127226;Used;19228;Jet Black;Dark Sky Metallic;85;3.4;4;24;4.3;3.5;4.7;4.2;4.5;GMC;Yukon Denali;2021;Joseph Buick GMC Trucks
JTJHZMDA0M2051301;Used;14808;Black;White;53.525;4.6;4.8;56;4.8;4.8;4.7;4.8;4.8;Lexus;RX 350 Base;2021;Lexus of Knoxville
1C4GJXAG0KW645974;Used;19415;Black;Sting Gray Clearcoat;37.888;4.5;4.8;50;4.8;4.9;4.9;4.9;4.9;Jeep;Wrangler Sport;2019;SVG Urbana
WP1AD2A21ELA76660;Used;80821;Black;White;35.96;4.6;4.8;37;4.9;4.7;4.9;4.8;4.9;Porsche;Cayenne GTS;2014;United BMW
2T3P1RFV9KC011047;Used;65935;Black;Black;31.598;4.4;4.6;444;4.6;4.6;4.7;4.4;4.6;Toyota;RAV4 XLE;2019;Rick Case Mazda of Duluth
2C4RC1GG6LR253888;Used;20076;Black;Ceramic Gray Clearcoat;46.659;4.6;4.8;59;4.9;4.7;4.9;4.7;4.8;Chrysler;Pacifica Limited;2020;Rick Hendrick Chrysler Dodge Jeep RAM Duluth
2FMPK4J98KBB86638;Used;47454;Ebony;Sea Green;29.9;4.6;4.7;193;4.8;4.7;4.8;4.7;4.7;Ford;Edge SEL;2019;Moran Buick GMC
2FMPK4J94LBB63293;New;11684;Ebony;Dark Persian Green Metallic;31.341;4.8;4.9;141;4.9;4.9;4.9;4.9;4.9;Ford;Edge SEL;2020;Pat Milliken Ford
1G1ZB5ST6JF293271;Used;24483;Black;White;17.989;4.5;4.6;209;4.7;4.5;4.8;4.3;4.6;Chevrolet;Malibu 1LS;2018;Auto Palace
2HKRW2H2XLH645866;Used;22111;Black;Crystal Black Pearl;-1;4.8;4.8;269;4.9;4.9;4.9;4.8;4.8;Honda;CR-V LX;2020;Lindsay Honda
5FNYF8H95MB005656;Used;15578;Black;Platinum White Pearl;43.871;4.7;4.8;19;4.9;4.8;4.8;4.9;4.7;Honda;Passport Touring;2021;Lindsay Honda
JF2SKACC7KH567181;New;17212;Gray;Horizon Blue Pearl;27.987;4.7;4.7;279;4.8;4.8;4.7;4.6;4.7;Subaru;Forester;2019;Brunswick Auto Mart
1FMCU0F71EUC73028;Used;11210;Charcoal Black;Gold;18;4.3;4.4;457;4.4;4.4;4.6;4.4;4.4;Ford;Escape S;2014;Victory Chevrolet
KMHD84LF9LU024355;Used;38607;Black;Phantom Black;17.9;4.7;4.8;134;4.8;4.8;4.8;4.7;4.7;Hyundai;Elantra SEL;2020;Hyundai of New Port Richey
1G1YD2D76G5111989;Used;11771;Adrenaline Red;Arctic White;59.817;4.7;4.8;128;4.7;4.8;4.9;4.9;4.8;Chevrolet;Corvette Stingray;2016;Mercedes-Benz Of Tampa
WDDWF4JB8JR420303;New;40032;Black;Black;34.7;4.7;4.8;66;4.8;4.8;4.9;4.9;4.9;Mercedes-Benz;C-Class C 300;2018;Mercedes-Benz Of Tampa
3VV3B7AX2LM102897;Used;15740;Gray;Platinum Gray Metallic;27.995;4.7;4.7;59;4.8;4.8;4.8;4.6;4.8;Volkswagen;Tiguan 2.0T SE;2020;AutoNation Ford Bradenton
W1K5J4GB3MN192501;Used;14842;Black;Metallic;46.999;4;4.2;2;4.5;4;4;4;4.5;Mercedes-Benz;CLA 250 Base;2021;RPT Sales & Leasing
2HGFC2F69LH511068;New;21765;Black;Modern Steel Metallic;27.291;4.8;4.9;169;4.8;4.9;4.9;4.9;4.8;Honda;Civic LX;2020;Crown Honda of Southpoint
